intersect_smiles,qm9_id,al9_id
CC1CC2CC2CC1C,92080,6961060
OC1CC2CC(O)C1O2,91367,7305083
CCC(=O)CCC(C)C,99265,6661883
CC(=O)CCCC1CC1,56251,2399018
COC(C)C1CC2CC21,101372,9260555
CCC12C=CC(CO1)O2,108182,3144339
COC1CC2C(C)OC12,114364,7702509
COC1CCC=CC1O,116039,5004408
CC1(C)C(=O)CC1CO,112165,2426295
N#CCCC1C2CCC12,36654,6318216
CCCNC(=O)C(C)=O,121590,8377534
C#CC(CC#N)C(N)=O,54046,4419170
C#CC1CC2OCC2O1,35546,2933363
CC#CC1C(C)C2CC12,53174,2739402
C#CC1C2C(=O)CC12C,67916,507390
CC1(C2CC2O)COC1,88457,1946888
CC(=O)C(CO)C(C)O,99741,1718816
CCC1CC1(O)C(C)C,113195,3024360
COCCC1COC1C,122643,6953925
C#CCCc1ccc[nH]1,24049,1476962
C1CC1C1CC2OCC21,40741,2933843
CC(C)C1OCC1(C)O,59658,2517932
C#CC1C(N)C1(N)C#N,76025,6665857
OCC12CC1COCO2,107679,7476426
CCC1CCCCC1C,116445,3241587
CCC(=O)C1CC(C)O1,98659,6951492
C#CC(C)OCC1CC1,62044,838197
OC1CC=CC1C1CC1,92981,7305699
CCC1CC2CC1CO2,114825,3629940
C#Cc1conc1CC,126475,1142369
CC1(O)C(=O)CC1C#N,62537,566230
CCCC(=O)C1CCO1,117249,3860852
CC(=O)C1=CNC(C)C1,92752,7194655
O=C1C=CC2CC2OC1,46886,5933072
CC1=C2CCCC2OC1,74042,1326521
CC#CC1CCOCO1,53448,3346460
CC1OCC12NCC2=O,94412,6450767
C#CCC(C)(O)C(C)C,58117,108651
CCC#Cc1cn[nH]n1,126111,5099775
CCOC(C)CC(C)C,118225,7819517
C1CC1CC12CC1CO2,36848,734493
CCC1CNC(=O)C1O,115153,1511153
CCC(C)(C)CCOC,121831,6452210
C#CC(C)CC(=O)NC,99059,9566944
CC#Cc1cc(O)c[nH]1,25643,3799353
C#CCCC(C)(O)CO,100132,564302
CC(C)(C)n1cncn1,124457,737603
OCC1OC2(CC2)C1O,114217,7494116
C#CC1OCCC12CC2,35859,4304472
O=C1C=CC(C2CC2)N1,43642,6233339
CC1C(=O)C(C)(O)C1O,76326,770441
CC1=CCOC12CCC2,75466,35764
CCC#CC1=CCOC1,97729,6830338
C#CC1CC(CC)C1O,112511,4102318
CC1(O)C=CC(=O)C1=O,63199,2928110
COC(C)C1CC(=O)C1,101218,9844531
COCC1C(=O)C2CC12,120242,7007880
CCC1CC2OCC12C,114811,4358291
N#CC1CC(CO)C1O,112533,7400873
COC1(CO)C=CCO1,104873,9767130
N#CC12CNC1CC2=O,45394,6260606
CCCC(C)(CC)CC,117838,4231996
N#CC1COCCCN1,35979,4475504
CC(C)Oc1cnoc1,124648,710585
CCC12CC1C=CC2C,107326,4078240
CCOCCC(O)CC,122973,8291622
CC(CC#N)OCCO,121955,3293319
CC1OC(=O)C(C)(C)O1,84996,7024352
COC1C=CC(C#N)O1,113034,4969710
CCC(C)c1c[nH]cn1,30683,7053328
N#CC(O)c1cc[nH]c1,26078,5003595
C1OC2(CC2)CC2CC12,40175,2273041
N#CC12CCC(O)C1C2,94762,7289942
CCC(CO)OCCO,122134,9974374
CC(CCO)C1CC1C,118108,1182384
N#CC(O)C1C2COC21,56859,5253329
COc1[nH]ccc1C#N,31206,9149711
OCC(O)C1C2COC21,101202,7368464
CC1C(O)CC1(C)C#N,85811,556361
CCC12CC3CC(C1)C32,108042,1873477
CC1C=CC(CC#N)C1,86796,6562039
C#CC1(C)CCN1C=O,66072,2114261
COCC(O)CC(C)C,118230,4775189
O=C1NCC2CC=CC12,46968,4458413
CCC1=CC(C)(C)OC1,108791,1625728
CC#CC(C)C(C)CO,100693,3935106
CCC1CCC(=O)N1C,115151,2022481
CC1COC(C)(C)C1=O,93657,6510524
CC(C#N)CC(C)(C)O,61397,2337054
CC1C2CC(O)(CO)C12,103958,1615734
C#CC1CCC(=O)N1C,77326,8415089
CCC(C)C#CC(N)=O,100447,4710991
CC#CCC1(C#N)CC1,53540,780347
CC#CC1(C#N)CNC1,52912,2884005
CC(=O)C1CC=CC1=O,55206,3649649
CC1CC2CC3COC132,92240,4817965
CC1=CC(C)CNC1=O,93211,6787611
CCC(C)(O)C(C)(C)C,99966,4961845
O=C1CCC2(CC2)NC1,46509,5266386
CC#Cc1[nH]ccc1C,25618,4006858
CCC(C)c1ccno1,126140,5961240
OC1CC1CC1COC1,89007,7228477
CCC1CCC(C#N)C1,115411,3089694
C#CC(O)C1CCOC1,57110,5080063
CC(=O)C1(C)OCC1C,94171,6523932
C#CC1C2CCCCC12,35052,3933974
CNC(=O)C1C(C)C1C,98590,8934278
C#CC1(C)CC=CCC1,66196,447742
C1=CCC2C=CC(C1)C2,39072,1850530
CC1C(=O)C=CC1CO,111944,103796
CCC1(C#N)OCC1=O,105561,2455770
CC(C)c1cnncn1,124512,2328303
C1=CC2(CC2)C2CC2C1,39934,3193924
C#CC(=O)C1C2CCC21,42224,5134401
CC(O)C1(C#N)CC1O,58664,837655
CC#CC1C=CC(O)C1,53239,2819256
CCc1noc(C)c1C,126461,3189752
CCC1(O)CC2C(O)C21,103969,4347865
CC1=CNCCC1=NO,22812,2096547
OCC(CO)OC1CC1,102666,7350468
C#CC1(OC)CC1OC,113340,8314793
CC1(C)CC=CCCO1,64427,372976
C#CC1COCC12CC2,35856,571716
CCc1cc(O)n(C)c1,31639,2856972
C#CCN=c1[nH]cco1,24044,3690417
C#CC1=CCOC(C)C1,95415,7410530
N#CC1C2C=CC(=O)C12,43292,6695463
C#CC(C#N)C1CC1O,88361,6446315
CCC1CC2(C)C(O)C12,114039,2923104
CC(C#N)NC(C)(C)C,61398,1065458
C#CC(C)(C#N)OCC,117601,8650619
N#CC1CC2C=CC1O2,35465,6893685
OC1CC=C2COCC21,92862,7290526
C#CCC1COC12CC2,36446,2294583
COC1(C)CC(=O)C1O,103576,9416083
N#CC1OCC=CC1N,84900,6340122
CCCN1CC(C)C1=O,120460,8590626
CNC1CC(C)OC1=O,112888,9444894
CC#CCN(C=O)CC,102219,8117088
CC1COC2C(O)C2C1,83285,6523978
C#CC(C)C1C=CCC1,57076,3044603
CN1CC2C1CN2C=O,90551,8700686
CC1C(C2CC2)C1(C)O,76916,526312
C#CC1CC12CC(=O)C2,43863,5740385
C#CC(C)CC1COC1,61655,1673735
N#CC(O)C#CC1CC1,56409,4543244
COC1COC2CCC12,115956,4600143
N#Cc1ccc(CO)o1,31916,7459375
C#CC(C)c1ccoc1,26063,1553019
CC1C=CC2COC1C2,84693,7769137
C#CC1(C)CC1C(C)O,59399,1088034
CCCC1=CCCOC1,119884,3452625
CC1=CC2C=CC1(C)O2,74719,1847695
CC1C=CC(O)C(O)C1,86210,6480938
CCOC1CC12CCO2,120659,8559509
Cc1ccc(O)c(F)c1,132512,1599067
CC1CCCC(=O)CO1,95684,6867581
COC1C2C=CCC21C,110727,8078186
C#CC1CCC=CC1=O,43401,4870458
C#Cc1c[nH]c(C#N)n1,23973,2549354
CC(C)(C#N)CNC=O,57708,1451000
CCC1CC12COC2C,113544,3909482
CC1CCCC(C)CC1,95826,6353429
CC(=O)C(C)(C)C(N)=O,53936,4256904
CNC(=O)C#CCOC,116853,9518364
C#Cc1cc(O)ncn1,27608,6926057
COC1(C#N)CCCO1,105761,9376315
CC1C(O)C1(C)NC=O,76445,681868
CC1CCCC(C)C1C,95797,6570777
CCC(C)COCC#N,101869,6459514
CC1(C2CC3CC32)CC1,65199,2732145
C#Cc1ccoc1NC,31199,9594081
CCCCc1ccco1,33184,8473967
CC1COCCC12CC2,96365,4666372
CNC(=O)C1CC(C)O1,98665,9194845
N#CCC1CC2(CC2)O1,36400,6393571
C#CC1CC(C)C1C#N,85706,6351090
N#CC1CC2OCC1O2,35521,5949524
C#CC1=CCOC(=O)C1,47123,4549461
N#CC(=O)CC1(O)CC1,64806,7066603
CCC12CC1CC(C)O2,107407,757742
CCc1ccc(=O)oc1,32340,3052263
CC(=O)C1OCC1(C)O,55277,1991187
CCN(C=O)C1(C)CC1,102091,7903602
COCc1cncnc1,33018,5475144
CCC1(C)OCC2CC21,104306,3273395
CC1CC(=O)CC1CO,112410,8842854
CC(C)CCC1COC1,60409,3162678
N#CCCC1CC=CC1,36709,4376505
N#CC1CC(O)C12CC2,85702,4907174
C#Cc1ccc(O)nc1,28666,4480597
CC1C(CO)CC12CC2,114198,326717
CC1=CCC(NC=O)C1,75187,1232590
CCC1CC(C)C2CC12,112835,4244477
c1ncc(NC2CC2)o1,24136,2375137
O=C1CC2CCCC1C2,44949,4387563
O=C1CC2OCC2CN1,47043,5093190
CCC1COC(CO)O1,115508,3443536
COC1CC1C(O)C#N,113743,8302953
CC12CC=CC1=CCC2,73521,1647850
COCC1CN(C=O)C1,120539,7041294
COc1ccc(C#N)o1,31904,9024230
CN1C(=O)C2CCC1C2,83298,7821112
C#CCOC(C)C1CC1,61923,3295272
CC12CCCC=CC1C2,70147,647906
COC1(C#N)CCC1C,105647,8947176
CNc1occc1C#N,31200,9672959
N#CC1CCC2(CC2)O1,35746,6475138
C#CC1OCC2CCC21,35807,1498846
CN1C(=O)OCC1(C)C,75903,8282530
FC(F)(F)C1=CCCC1,133561,6542638
CCCOCC1CCO1,123048,8426532
CC1(O)CCCNC1=O,64457,2129229
CCC1OC(CC)C1C,113077,3386204
CCC1C(=O)OC1CO,112255,3586105
C#CC1CC2CCC2C1,35543,2882716
OC1CCC1C1(O)CC1,94561,7231762
CC1=C2CCC2COC1,74032,182873
CC1C2C=CC=CCC12,83111,3207767
CC1CC2CCCC2O1,92621,6263595
CCCC(C)OC(C)C,118222,3911173
C#CC1(C)CC1OCC,120585,8722875
CC1=CCCCC1C#N,75551,87950
CCC1C(O)C2(C)CC12,111284,4215823
CCC1CC1C(=O)CO,113660,3139890
N#CCC1OCC12CC2,36456,4734263
N#CCC1C2CCOC12,36309,5082195
CCCC#CC(=O)CO,116849,2721905
CC(=O)c1ncccn1,25837,847211
CCOC1COC1CO,121242,7890689
CC(C)C1CNC(=O)N1,59605,3580127
C#CCC(O)CNC=O,62148,6905479
CCC1OC2CC12CO,114628,3781861
N#CC1C(O)C12CCC2,76061,5899677
CC1CCOC12CCC2,95953,6625099
CC1C2CCCOC12C,84006,7211930
CC1CC(=O)CN(C)C1,86456,6237347
CC1OCOC2CCC12,96184,5320835
CC(CO)CC#CC#N,101504,2366919
C#CC1(N(C)C=O)CC1,60873,8095207
CC(O)C1C=CNC1=O,59290,2629563
OCCCCOCCO,123268,7432673
N#CC#CC1C=CCO1,33356,5102965
CN(C)c1ccoc1O,26174,7855351
COC1CC(O)C1(C)O,112735,8010086
C#Cc1coc(OC)c1,31466,9495983
CCC(C)CC1CC1O,101716,6628743
CCCC(CC)OCC,118573,2060419
CC1CC(C)(C(N)=O)C1,85955,5673515
O=C1OCC1C1(O)CC1,65245,6601650
CC(C)C1CC(C#N)C1,59372,1503539
O=C1CNCCC(O)C1,96307,6973624
CCC(C)(C)OCC#N,100138,5885457
O=C1C=CNC(CO)C1,114983,7504029
CCC(O)C1CC(C)C1,101234,1506328
CCC12C=CCC1OC2,108492,919896
C1CC1CC1C2COC21,36889,3791052
CCC1(C)CC2CC2O1,104028,3338096
OCC(O)C1CC2CC21,101377,7325508
CC#Cc1coc(C)n1,25694,2775657
CCCC1CCCCC1,121391,9661144
CC1CC(O)COC1C,93829,6725057
CC1(C)CCN1CC#N,64224,1059330
C#CCC1(O)CC1CO,113255,7376877
CCC(C)C(C)C(C)O,100757,5906135
CC1C(CO)CC1CO,113069,252497
CCC(C#N)(CC)NC,102378,7080390
O=C1COC12CCOC2,46327,5864558
CC(=O)C1(C)CC(C)C1,85954,6731281
O=C(CO)NC1CCC1,99189,7281008
CCC1COCC1CC,116295,4103319
CC1=CCNC=CC1=O,75513,333245
CC#CCC1COC1=O,53606,1449364
C#CCOc1cnco1,24062,2614873
CC12C=CCC(CO1)C2,72467,3203004
O=C1CC(O)C=C1CO,108853,7404458
CCC1C=CCCC=C1,112127,2502383
CC1CC(=O)OC2CC12,85523,5398998
COCC1C2CC(C)C12,120149,5653524
CCC12CC1CC2C#N,107510,3129679
CC1=CC(C)CC1CO,112859,7047641
CC1CCCCC1(C)O,96347,6175659
CC1CC1(C)OCC#N,87232,6548815
C#CCC1(C)C(O)C1O,76420,2565183
CC1(n2cccn2)CC1,124865,1221552
CC1(CO)CCOCO1,104440,76668
CCOC1CC1C(C)O,120742,7970302
C#CC1(C)CC2C(O)C21,80354,1815247
C#Cc1nc(=O)cc[nH]1,24806,5637382
COC1C=CC2OCC12,112029,8853981
C#CC1CC2CC12OC,107521,9345477
C#CC1CC=CC(=O)C1,43682,6620783
CCOC1CCCOC1,121401,8871268
CC1=C(CO)C2CC2C1,108639,1846133
CNC(C)(C#N)C(C)C,99873,9372805
CC1OCCC1(N)C#N,95921,5801660
CC(C)C(O)C#CC#N,58153,3045914
CC1(C2CC2)COC1=O,65987,654815
C#CC1CC2(CC)CC12,107077,4178019
CC1C=CCCCC1=O,84926,7411841
Cc1cc(CCO)c[nH]1,33067,1495715
CC1(C)CC(C#N)C1=O,63362,127917
C#CCC(C)(C#N)CO,100208,1827820
COCC#CC1CC1O,116924,7007312
CC1(C2COC2)COC1,65923,1243891
COC1OCC=CC1=O,116025,5101857
CC12CC1C=CCC2=O,70127,2078509
CCCC1=CCOC1C,119875,4069578
c1cnc(C2CC2)nn1,123780,2644214
C#CC(CO)C1(C)CC1,99594,912535
CCC(O)C(CC)CO,100942,3359451
O=C1COC(C2CC2)O1,46067,5072315
CC1CC(O)C(O)CO1,93827,6657047
CC1CC(O)C1(O)CO,103170,6480939
O=CNC1C2CCOC21,51477,6145181
N#CC1CC12COCO2,35238,6154265
CC1(CO)CCC1CO,115579,2848378
C#CC(C)(C)C(=O)C#N,57240,3808271
CC1C2CCCCC12C,84004,393971
CCC1C(=O)C(C)N1C,109567,4365832
C#CC1C(O)C(=O)C1O,75998,5810787
N#CC#Cc1cocn1,23947,5688500
CC(O)C(C#N)C(C)O,58041,52568
CCC(C)CC(=O)C#N,101530,6138743
CC#CC(N)(C#N)CO,99791,1301944
O=C1OC2CCCC1C2,44965,4899125
CC1C=C2CCOC2C1,92611,6332073
CC1OC2CC(O)CC12,91389,7018053
CC1=CC(C)CC12CC2,89723,4432617
CC1CC1COC(N)=O,89019,5026216
N#CCCC#CC1CC1,36554,5213565
CC1CCC1(CO)CO,104843,6867269
O=C1CC=C(CO)CN1,109139,7381199
N#CC1OCCC12CC2,35873,6819926
OCC1COC12COC2,115657,7718300
C#CC1C=CC(=O)NC1,46090,7092990
CC1C2CCCC1OC2,83582,7205704
COCc1nccn1C,32982,4404195
C1OC2CC3CC(O1)C32,38929,2476874
CC1C(C#N)CC1(C)C,77076,2852970
CC#CC(C)(C)CC#N,52620,742699
CC1C=CC2OC(C)C12,91157,5567784
C#CCc1cn(C)cn1,29965,8199468
CC1CC2(C)CC2CO1,95160,4397221
C1=CC2COCC(C1)C2,41856,2818493
C#CC(N)(C#N)C(C)O,58078,1242251
C#CC1CCC(C#N)O1,35668,800619
CC1C=C2C(O)CC2O1,91374,6225213
CC1(C#N)CCN1C=O,66073,351383
CC(C#N)NCCCO,122891,475614
CC1(C2=CCOC2)CC1,65112,328926
CC1(C2CC2O)CCO1,88456,24235
CCC1OCC1C(C)O,115715,3573559
CC1(OC2COC2)CC1,65651,543525
CC1C2CCC(=O)OC12,83160,3099270
CCCn1ccc(C)c1,33149,8734863
N#CC12CCC1OCO2,34407,5681616
CCCC1C=CC(=O)O1,120427,7628793
O=C1C(O)CNC12CC2,94797,6979338
CC1CC(C2CC2)C1=O,86589,5039473
CC1C2OC3CC3OC12,82958,7619530
CCC1CC2(O)COC12,114100,4131132
CC1=CC(O)CC(=O)C1,85400,487484
CC#Cc1cocc1N,25701,2346923
C#CC12CCC1CC2=O,45388,6308156
CC1=CNC(=O)C(C)C1,86117,6112226
CN(CC#N)C(C)(C)C,61171,8531232
C#CC1(NC(N)=O)CC1,55722,6644675
CCCC(C)C#CCO,117888,1372770
CC1(C)C2CC3CC3C21,63067,1073806
C#CCC1CC(C#N)N1,36329,1850331
CCC1=CC(=O)C(O)C1,108716,3706928
O=C1CC2C=CCCC12,44679,5009721
OC1C=CC2CC2CC1,95232,7310703
CC(=O)C(C)CCC#N,61897,2824040
O=CN1CC2CC=CC21,50339,5197295
C#CCC1COCCO1,36521,2185474
COC1C=CC=CC=C1,112034,7857992
OCCC1C=CCOC1,121389,7462450
CC1C(=O)C=C(N)C1O,76265,1593527
COCCC1CC(C)O1,122427,4671041
OC1C2CC=C3CC1C32,82583,4564847
CCc1nccnc1N,32220,1333461
CC12CCOC(C1)OC2,72494,3065884
CCC1OCC12CC2O,115623,3559130
CC1=CCNC(=O)C1O,75939,518237
CC1OC2C=CCC1O2,91749,5911058
O=CN1CCC=CC1=O,50621,6343159
CC1=CCN(C=O)CC1,75185,1753536
CC1CCCC1C1CC1,95998,4818964
O=CNC1CC2(CC2)C1,51620,4508273
CC(O)C1(CO)CCC1,105512,1587042
CC1=C(C)C(O)COC1,95766,114975
C#CC1CCOC1OC,116260,4544365
CC1CC23CCC2CC13,90253,6160746
CC1(CCO)CCC1=O,118908,647269
CC1CNC(C#N)CN1,94063,6686541
C#CCC(=O)C(O)CC,100571,290574
CC1(C)CC(=O)CC1=O,63327,461811
CCC(C)(C)C1CC1O,100036,7032749
CCN(C)c1ccoc1,30692,8274581
CCC(CO)OCC#N,102681,9983730
CCCCC(C)(C)OC,121837,4964674
COCC1C(C)C1C#N,119942,6501308
CCC1OC(CO)C1=O,113061,3839102
O=C1COC1CC1CC1,46389,6797145
CC(C)OC(C)(C)C#N,59943,4054134
CC1C2CCC(C2)C1C,76880,1871192
C1=CCC(C2COC2)C1,39665,2215123
COC1COCC1C#N,116259,5191595
C#CC1CC(O)C(=O)O1,86860,5659562
CC1C(O)C2CCOC12,76899,126324
CC(C)(C)C1CC(=O)O1,57414,397492
COCC1CCCC1O,121366,6893214
OCC1=CC2CCC1O2,109077,7498320
OCCOC1C=CCO1,122664,7633725
C#CC(C)N1CCC1=O,57021,1016929
CCC1(O)COCC1O,104411,2019056
CC(=O)C1=CCCC1=O,54669,3520112
CC(=O)C1CC(C)(C)O1,54906,596328
CC1C(=O)C2C(C#N)C12,77843,1959087
CC12CC=C(C#N)C1C2,69284,4022151
CC(C)C(CO)C(C)C,99761,2298500
CCC1=C(C#N)COC1,108683,4064659
CC1C(=O)C(=O)C=C1N,76215,1013318
COC1(C(C)=O)COC1,105499,9416276
NC(=O)C1CCC(O)C1,93939,5020197
CC1C(=O)N2CCC12C,75721,1255521
C1=CC(OC2CC2)OC1,36927,1110203
O=C1NC(C2CC2)CO1,46070,5307957
C#CC1(C)OCC1CC,115534,2008376
CCC12CC1C(=O)C2O,106891,2753599
CC1CNC(=O)C1C#N,93314,4448708
CCCCn1ccnn1,126597,8411209
C#CC1C2OCC2N1C,83672,8233624
C#CC1OC2CC2C1O,82351,6507137
CC1C=CC2CC2C=C1,84663,7261319
C#Cc1cnoc(=O)c1,130772,7086439
CC1=CCC(C)CC1C,92698,6332080
Cc1cc(CC#N)c[nH]1,28018,1135817
C#CC(CC)C1CC1O,99633,5507452
C1CCC2(COC2)OC1,40967,3770026
O=C1CNC2(COC2)C1,46550,5919384
O=CNCC#CCCO,116982,7377945
CC#CCC1C2COC12,53569,3122900
C#CCCCCCCC,123189,8012193
CC(C)(C)C(CO)CO,102490,1545912
CC1CCC1(O)CC#N,94218,6854053
OCC1CC12CCC2O,113559,7622050
C#CC(C)OC1CC1O,61613,838170
O=C1COC1C1CCC1,46362,6349702
CCC(O)C1CC(C)O1,101235,3712008
COC(C)CN(C)C=O,101666,9653593
COC1CCC1(C)OC,115605,4403409
O=C1CCC2OCCC12,47095,4380536
C#CCC(O)C1CC1C,61241,6331282
C#CCn1cccc1C,28936,1606504
CC1OC2(CC2O)C1O,87723,4435923
CC1(C)C(=O)NCC1O,93261,150128
CCOC1C(O)CC1O,120036,8306175
CC1OC2CC(=O)C=C12,91254,5622627
CC1COCC2(C)CC12,96076,7183300
O=C1CCC2=C1CCC2,46608,4661728
CCC(=O)C1(C)COC1,98438,5120949
N#CCCc1ccoc1,24097,5681764
CC(C#N)OCCCO,122893,1712196
C#CC1(OCC)CC1O,119205,8592887
CCCC1(C#N)COC1,119284,2758803
OC12COCCOC1C2,70761,5947638
C#CC1C2OC(C)(C)C12,63764,1118280
COC1C=CCC12CC2,112047,7648550
C#CC1CC=CCC1O,93121,7281258
C#Cc1cc(OC)on1,128565,9557622
CC(O)C(O)C1CC1O,58255,2076392
CCC1C=C(C)CCC1,116136,4060386
C#CC1CC(=O)CC1C,85463,7194711
C#CCC(C#N)CCC,118370,3134310
CC1CC2(NC=O)CC12,89904,4397291
CCC#CC1C=CCO1,97853,6205598
C#CC1C(=O)CCC1=O,45954,4752056
CN1CCCCNC1=O,96522,7722160
CC(C)Cc1ccno1,124559,2445111
CCC1(CO)OCC1=O,104825,1580443
N#CC1COC2(CC2)C1,35749,4601425
N#CC12CC3CC(C1)N32,34203,4671292
CC12COC1C(CO)O2,114095,485580
CCN1CC(=O)C(=O)C1,112140,7938879
CC1=CCC(C)C1C#N,92715,7035375
C1CC1C1C2COCC21,40643,1411278
CC1(C)CCCOCO1,64479,2077316
CN(C)C1CC1(C)C#N,59408,8847921
CCC(=O)OC1(C)CC1,99108,7112738
CCC12C=CC(O)C1C2,107036,4213437
CC(C)(C)n1cccc1,26106,1414149
CC12CCCC1C(O)C2,89511,1961980
CCC(CC)C1CC1C,102563,5163805
C#Cc1nccoc1=O,25180,6634995
C#Cc1ccoc(=O)c1,25147,5733992
CC1(C(O)CO)CC1O,100960,232582
CC1COC12C(C)C2O,76551,822038
CCC1(C(C)C)COC1,105519,3920604
CC(=O)C1=CC(=O)CC1,54617,2602501
C#CC1(CC)CC2CC21,105306,4077751
CC1(CCCO)COC1,122185,91415
O=C1NCC2(CC2)CO1,46521,7066075
NC(=O)OC1C2CCC21,55828,5997944
C#CC(O)(C#N)COC,117614,5426716
COC1CC1OC(C)C,113937,7811720
C#CC(C)CC(C)(C)C,61394,1644239
CCC1CC(O)CC1O,112908,3737572
OCCC12CCOC1C2,119628,7626975
CCC(CCO)C(N)=O,118421,7594820
C1CC2CCC2OCO1,42045,3309481
CNC(C)(C#N)C(C)=O,99824,9496563
C#CC(C)(C#N)CCO,117588,2642848
Cn1ccc(CCO)c1,32895,8541328
CCC12CC1CCC2O,107623,3187687
N#CC1OCC=CC1=O,43406,4870468
CC(O)C1(C)CCC1=O,58541,3070852
CC1C(CO)C(=O)N1C,109558,1248579
CC(O)CCC1CC1C,60400,2535495
CC(=O)C1CC1NC=O,55064,1691864
N#CCCc1ncco1,24070,5220600
CC1C2C(O)CC(O)C12,78239,1820564
C#Cc1cc(=O)cco1,24807,5582533
CC1CC=CC(=O)CC1,93419,5027223
CC1CC12COCCO2,88198,5289372
COC1CCCC12CC2,116213,6500608
C#CC1(C)COC(=O)N1,65843,1808298
C1=CCC(=C2COC2)C1,39618,2984692
CC1(C2CC2)COCO1,66243,284919
COC1COC1C(C)C,115719,5108791
N#CC1C(O)C=CC1O,84392,5824524
CC1C(NC=O)C1(C)O,77250,969262
COCC1C(C)C1CO,119993,4425334
COc1cc(=O)cco1,31371,9019688
OCC1OCC12CCC2,115658,7412591
O=C(CO)C1C=CCO1,98881,7359580
COC1(C)C=CCOC1,104432,9762635
CCCC1CC(CO)O1,120552,6981194
CCCC(C)C1(C)CC1,118089,4132661
C#CC(C)C12CCC1C2,56757,3513300
C#CC1C(=O)C=CC1O,84304,6070908
CN1CCC(=O)C(O)C1,93254,9833768
CC1=C(C(N)=O)COC1,54612,2195856
C#Cc1cncoc1=O,25182,6424935
C#CC1=CC(=O)C2CC12,43230,6532573
CC1C=C(CCO)CO1,119769,6748808
CC1OCC2(C)CC2O1,94719,5842692
O=C1CC2(CCCC2)N1,43739,6096593
C#Cc1ncoc1CC,31195,3260374
C#CC(O)C(CO)CO,102526,7333314
CCCC1(O)CCC1O,118963,3747064
C#CC(=O)COC1CC1,42475,4898392
CC(C)c1c[nH]c(N)c1,26315,1444776
CCC12CC(C)C1C2C,106317,2804395
C#CC1CC(C)=C(C)C1,73860,1230312
CC1=CCOC1(C)C#N,75455,1592464
CCC(=NO)C1(C)CC1,22532,5300748
CC1(C)COC(CO)C1,115270,373113
CC#CCC1C=CCC1,53615,2949581
O=C1NC2CCC=CC12,45528,6716444
CC1=CC(=O)NC1CO,112337,331536
COCC1OC2CC12C,120942,6065094
N#CC#CC1(CO)CC1,104943,7303008
CC#CC1(CC)COC1,105476,3612279
COCC1OCC2CC21,121271,5088806
COC1CC2(C)C(C)C12,114047,8836591
CNc1ccc(CO)o1,31969,9400212
CC(C)C#CC1CC1C,57780,2770748
CC1(CO)C2COCC21,103486,662078
C#Cc1[nH]cnc1CC,31289,292527
CCc1ccnn1CC,126810,8567723
CC1CCCN(C)C1=O,95780,4847017
CC1C2OC(CCO)C12,120906,7241091
C#CC1(OC)CCOC1,105762,9684535
CCCc1cncnn1,126531,2810163
O=C1CC2CC2C=CN1,45798,6328836
CC(=O)C(C)C1COC1,60645,1731997
OC1C=CC=CC2CC12,84726,4431439
CC1OCC1C(C)(C)C,94544,4855801
C1=CCC2(C1)CC1CC12,38409,4084339
C#CC1OCC=CC1C,84895,7410477
CC1C(=O)C2CC12C#N,75660,3105460
OC1CCCCOCC1,96599,7315060
CC1(C)C=CC(C#N)O1,63422,135703
OCC1CC2C=CC1C2,114680,9934009
CC12CC1COC2CO,115865,233536
OC1CC2CC1CCO2,91769,7513433
C#CCC1(O)CC1OC,113253,8827863
C#CC1CC2(CCO2)C1,35327,3517743
C#Cc1cccc(=O)o1,24893,6972128
C#CC(=O)c1ccno1,130540,4695888
CC(C)C1COC1C#N,59681,2335795
CC(=O)CCC(=O)C#N,56097,3196138
CC1OC2(C(C)C)CC12,58804,3514772
N#CC1CC2(COC2)O1,35336,5826121
CC(=O)C1CC(=O)CO1,55216,2478963
CCC1CCCC(C)O1,116158,2597658
C#CC1(C)OCC=C1C,75454,1651090
CC(C)(O)c1ncc[nH]1,26096,175482
CC1NC(=O)CCC1=O,85572,6687104
COC1CC2C(=O)OC12,114411,7657651
COC(C1CC1)C1CC1,101946,9526239
CCCCOC1CCC1,123045,8017281
CCCC1C2C=CCC21,120283,7147912
C#CCC(C#N)CCO,118386,7545040
CC1=CC(C)CC=CC1,93086,5269639
CC1C(O)C2COCC12,76900,645014
C#CC1CCCC(=O)O1,47367,5665280
C#CC1CC(=O)C1CO,110175,7527879
CCOC1CC1(C)CC,120639,8684693
CCC1CC12OCC2O,113546,1839955
CC12C=CC(C=CC1)C2,68568,507411
CCC1C(CC)C1(C)C,110097,3894474
CC(C)OC1CC(O)C1,60162,2089231
ON=C1C=CCCCC1,22843,7529908
CCCC1C(=O)OC1C,120007,3711630
CC(O)C1CC2CC21C,59550,963061
O=CNCC1CCC1=O,52291,5086755
CC1CCOC2CC2O1,96156,6264809
C1CC2COC23CCC13,41403,1484729
CN1CC(=O)OC2CC21,85544,8159915
O=C1CC2(CC=CC2)N1,43725,5307537
CC1CCC=C1CC#N,95459,5613769
CCCc1[nH]ccc1O,32735,763161
CCCC1CC2(CC2)O1,120889,6810448
C#CC(O)C1CC1CO,113747,7544803
O=C1OCC2CCC1O2,47007,6104288
CC(=O)CC12CC1CO2,55757,2384477
CC1=CC2COC2CC1,74995,2306507
CC(C)(C)CC(=O)CO,99018,3182258
CCc1cnc(C)nn1,126320,3355255
